"id","Image","Name","Real_Name","Collection","Serie","Brand","Year","Type","Price","Own","Lot","Notes"
"863",,"Kickchup amarillo ",,"Tasty Tactics","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","654",
"864",,"Burgerblast ",,"Tasty Tactics","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","K.10",
"865",,"Stringy rojo crystal",,"Sound Masters","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","655",
"866",,"Stringy azul crystal",,"Sound Masters","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","656",
"867",,"Powerboard naranja ",,"Sound Masters","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","657",
"868",,"Powerboard morado ",,"Sound Masters","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","658",
"869",,"Shouter max naranja ",,"Sound Masters","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","659",
"870",,"Shouter max morado ",,"Sound Masters","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","660",
"871",,"Guitarrific ",,"Sound Masters","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","K.11",
"872",,"Command X verde crystal",,"Game Breakers","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","661",
"873",,"Command X naranja crystal",,"Game Breakers","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","662",
"874",,"Negabyte morado ",,"Game Breakers","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","663",
"875",,"Negabyte naranja ",,"Game Breakers","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","664",
"876","/uploads/collections/Superthings/E-gamerrosa_876.png","E-gamer rosa",,"Game Breakers","9 Guardians of Kazoom","MagicBox","2022","Figura","0","1","665",
"877","/uploads/collections/Superthings/E-gamerazul_877.png","E-gamer azul",,"Game Breakers","9 Guardians of Kazoom","MagicBox","2022","Figura","0","1","666",
"878",,"Gameglitch ",,"Game Breakers","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","K.12",
"879",,"Captain Block",,"Metallic Crew","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","667",
"880","/uploads/collections/Superthings/Starscrewazul_880.png","Starscrew azul",,"Metallic Crew","9 Guardians of Kazoom","MagicBox","2022","Figura","0.8","1","668",
"881","/uploads/collections/Superthings/Starscrewrosa _881.png","Starscrew rosa ",,"Metallic Crew","9 Guardians of Kazoom","MagicBox","2022","Figura","0","1","669",
"882",,"X-Dry naranja",,"Metallic Crew","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","670",
"883",,"X-Dry morado ",,"Metallic Crew","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","671",
"884",,"Color Jam verde crystal",,"Metallic Crew","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","672",
"885",,"Color Jam amarillo crystal",,"Metallic Crew","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","673",
"886",,"Trafficmaster",,"Revolt Gang","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","674",
"887","/uploads/collections/Superthings/Twistedverde_887.png","Twisted verde",,"Revolt Gang","9 Guardians of Kazoom","MagicBox","2022","Figura","0","1","675",
"888",,"Twisted morado ",,"Revolt Gang","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","676",
"889","/uploads/collections/Superthings/FatalFanmorado _889.png","Fatal Fan morado ",,"Revolt Gang","9 Guardians of Kazoom","MagicBox","2022","Figura","0","1","677",
"890",,"Fatal Fan verde ",,"Revolt Gang","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","678",
"891","/uploads/collections/Superthings/Paintfulrojocrystal_891.png","Paintful rojo crystal",,"Revolt Gang","9 Guardians of Kazoom","MagicBox","2022","Figura","0.8","1","679",
"892",,"Paintful azul crystal",,"Revolt Gang","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","680",
"893",,"Spinnik",,"Messy Staff","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","681",
"894",,"Nasty Knave verde crystal",,"Messy Staff","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","682",
"895",,"Nasty Knave amarillo crystal",,"Messy Staff","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","683",
"896","/uploads/collections/Superthings/LordShakeousazul _896.jpg","Lord Shakeous azul ",,"Messy Staff","9 Guardians of Kazoom","MagicBox","2022","Figura","0","1","684",
"897",,"Lord Shakeous rosa ",,"Messy Staff","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","685",
"898",,"Open case amarillo ",,"Messy Staff","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","686",
"899",,"Open case rojo ",,"Messy Staff","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","687",
"900",,"Rolling Star",,"Lucky Faction","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","688",
"901",,"Lucky Dots azul crystal",,"Lucky Faction","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","689",
"902",,"Lucky Dots rojo crystal",,"Lucky Faction","9 Guardians of Kazoom","MagicBox","2022","Figura","0","1","690",
"903",,"Shelldon amarillo ",,"Lucky Faction","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","691",
"904",,"Shelldon rojo",,"Lucky Faction","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","692",
"905",,"Biggy Bag verde ",,"Lucky Faction","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","693",
"906",,"Biggy Bag morado ",,"Lucky Faction","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","694",
"907",,"Sailor Silver",,"Navy Lightning","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","695",
"908",,"Superhelp naranja crystal",,"Navy Lightning","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","696",
"909","/uploads/collections/Superthings/Superhelpverdecrystal_909.png","Superhelp verde crystal",,"Navy Lightning","9 Guardians of Kazoom","MagicBox","2022","Figura","0","1","697",
"910","/uploads/collections/Superthings/Grapplemorado _910.jpg","Grapple morado ",,"Navy Lightning","9 Guardians of Kazoom","MagicBox","2022","Figura","0","1","698",
"911",,"Grapple naranja ",,"Navy Lightning","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","699",
"912","/uploads/collections/Superthings/TriplePeaverde _912.jpg","Triple Pea verde ",,"Navy Lightning","9 Guardians of Kazoom","MagicBox","2022","Figura","0","1","700",
"913",,"Triple Pea morado ",,"Navy Lightning","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","701",
"914",,"Spikeshell",,"Unbreakable Unit","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","702",
"915",,"Steel Pirate azul crystal",,"Unbreakable Unit","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","703",
"916",,"Steel Pirate rojo crystal",,"Unbreakable Unit","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","704",
"917",,"Cutleaf rojo",,"Unbreakable Unit","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","705",
"918",,"Cutleaf amarillo ",,"Unbreakable Unit","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","706",
"919",,"Big Boil rosa",,"Unbreakable Unit","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","707",
"920",,"Big Boil azul",,"Unbreakable Unit","9 Guardians of Kazoom","MagicBox","2022","Figura","0","0","708",
"921",,"Circle Cutter Sierra morada",,"Kazoom Jets","9 Guardians of Kazoom","MagicBox","2022","Vehiculos","0","0","KJ1",
"922",,"Circle Cutter Sierra verde",,"Kazoom Jets","9 Guardians of Kazoom","MagicBox","2022","Vehiculos","0","0","KJ2",
"923",,"Comet Kicker Pala azul",,"Kazoom Jets","9 Guardians of Kazoom","MagicBox","2022","Vehiculos","0","0","KJ3",
"924",,"Comet kicker Pala naranja",,"Kazoom Jets","9 Guardians of Kazoom","MagicBox","2022","Vehiculos","0","0","KJ4",
"925",,"Electric Tornado Rayos amarillos",,"Kazoom Jets","9 Guardians of Kazoom","MagicBox","2022","Vehiculos","0","0","KJ5",
"926",,"Electric Tornado Rayos rojos",,"Kazoom Jets","9 Guardians of Kazoom","MagicBox","2022","Vehiculos","0","0","KJ6",
"927",,"Hungry Hammer martillo naranja",,"Kazoom Jets","9 Guardians of Kazoom","MagicBox","2022","Vehiculos","0","0","KJ7",
"928",,"Hungry Hammer martillo verde",,"Kazoom Jets","9 Guardians of Kazoom","MagicBox","2022","Vehiculos","0","0","KJ8",
"929",,"Hyper drill Taladrador amarillo",,"Kazoom Jets","9 Guardians of Kazoom","MagicBox","2022","Vehiculos","0","0","KJ9",
"930",,"Hyper drill Taladrador verde",,"Kazoom Jets","9 Guardians of Kazoom","MagicBox","2022","Vehiculos","0","1","KJ10",
"931",,"Panic puncher Puños morados",,"Kazoom Jets","9 Guardians of Kazoom","MagicBox","2022","Vehiculos","0","0","KJ11",
"932",,"Panic puncher Puños rojos",,"Kazoom Jets","9 Guardians of Kazoom","MagicBox","2022","Vehiculos","0","0","KJ12",
"933","/uploads/collections/Superthings/MetalThunder(AzulyNaranja)_933.jpg","Metal Thunder (Azul y Naranja)",,"7 Power Machines","Powerbots","Magic Box","2021","Vehiculo","0","1","PW03",
"934","/uploads/collections/Superthings/FireyWings_934.jpg","Firey Wings",,"7 Power Machines","Powerjets","Magic Box","2021","Vehiculo","1","1","PW2",
"935","/uploads/collections/Superthings/MotorPuncher_935.png","Motor Puncher",,"7 Power Machines","Powerjets","Magic Box","2021","Vehiculo","0","0","PW02",
"936","/uploads/collections/Superthings/ShinobiSaw_936.png","Shinobi Saw",,"7 Power Machines","Powerjets","Magic Box","2021","Vehiculo","0","0","PW03",
"937","/uploads/collections/Superthings/SparkDrill_937.png","Spark Drill",,"7 Power Machines","Powerjets","Magic Box","2021","Vehiculo","0","0","PW04",
"938","/uploads/collections/Superthings/SteelBoxer_938.jpg","Steel Boxer",,"7 Power Machines","Powerbots","Magic Box","2021","Vehiculo","0","0","PW01",
"939","/uploads/collections/Superthings/IronNinja_939.jpg","Iron Ninja",,"7 Power Machines","Powerbots","Magic Box","2021","Vehiculo","0","1","PW02",
"940","/uploads/collections/Superthings/CyberFlame_940.png","Cyber Flame",,"7 Power Machines","Powerbots","Magic Box","2021","Vehiculo","0","0","PW04",
"941","Sorry, your file was not uploaded.","Trash Clash Morado",,"Kazoom Sliders","8 Kazoom Sliders","Magic Box","2021","Vehiculo","0","1",,
"942","/uploads/collections/Superthings/SuperbotKazoomPower_942.jpg","Superbot Kazoom Power",,"Superbot","9 Guardians of Kazoom","MagicBox","2022","Pack","0","1",,"Kid Kazoom, Kazoom Power, Superbot y Super Hammer"
"943","/uploads/collections/Superthings/SuperbotFuryStorm_943.jpg","Superbot Fury Storm",,"Superbot","9 Guardians of Kazoom","MagicBox","2022","Pack","0","1",,"Kid Fury, Fury Storm, Superbot y Super Smash Ball"
"944","/uploads/collections/Superthings/EstaciondePolicia_944.jpg","Estacion de Policia",,"Super Pack","2","MagicBox","2018","Pack","0","1",,"Comisaria, Captain Justice y ChuckChain"
"945","/uploads/collections/Superthings/Acewing_945.png","Acewing",,"Super Pack","8 Kazoom Kids","MagicBox","2021","Figura","0","1",,"Es en color azul"
"946","/uploads/collections/Superthings/AstroTurbo_946.png","Astro Turbo",,"Super Pack","8 Kazoom Kids","MagicBox","2021","Figura","0","1",,
"947","/uploads/collections/Superthings/TrainingTower_947.jpg","Training Tower",,"Super Pack","8 Kazoom Kids","MagicBox","2021","Set","27","1",,
"948","/uploads/collections/Superthings/PunchKing_948.png","Punch King",,"Battle Arena","8 Kazoom Kids","MagicBox","2021","Figura","0","1",,"Set Battle Arena"
"949","/uploads/collections/Superthings/Ultimask_949.jpg","Ultimask",,"Battle Arena","8 Kazoom Kids","MagicBox","2021","Figura","0","1",,"Set Battle Arena"
"950","/uploads/collections/Superthings/BattleArena_950.jpeg","Battle Arena",,"Battle Arena","8 Kazoom Kids","MagicBox","2021","Set","0","1",,"Set Battle Arena"
"951","/uploads/collections/Superthings/CuartelGeneral_951.jpg","Cuartel General",,"0","Super Pack","Magic Box","2020","Pack","9","1",,"Viene con Mr. King, Megavoice y Emergenius"
"952","/uploads/collections/Superthings/TorredeEntrenamiento_952.webp","Torre de Entrenamiento",,"8 Kazoom Kids","Super Pack","Magic Box","2021","Pack","20","1",,"Viene con Astro Turbo Kazoom Kid y AceWing"
"953","/uploads/collections/Superthings/MelonLord(Verde)_953.png","Melon Lord (Verde)",,"Trouble Team","11 Rescue Force","MagicBox","2022","Figura","0.9","1","769",
